"Delay (s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
2.089583333E-2;NaN;3.790551938E-3;NaN;2.110060901E-2;1.069734092E-7;1.349873497E-2;1.996994989E-8;2.519963261E-3;4.778129814E-7;6.029415023E-2;2.525119407E-8;3.186391638E-3
2.091666667E-2;NaN;3.798114134E-3;NaN;2.114270498E-2;8.362440758E-8;1.057342886E-2;1.894236492E-8;2.395063281E-3;3.101426211E-7;3.921428010E-2;2.105673154E-8;2.662402754E-3
2.093750000E-2;NaN;3.805683867E-3;NaN;2.118484290E-2;6.435815708E-8;8.153631709E-3;1.872669596E-8;2.372513274E-3;1.887654405E-7;2.391497755E-2;1.748738110E-8;2.215502611E-3
2.095833333E-2;NaN;3.813261135E-3;NaN;2.122702276E-2;5.339943817E-8;6.778725021E-3;1.905814577E-8;2.419312525E-3;1.087658698E-7;1.380714758E-2;1.572596915E-8;1.996313523E-3
2.097916667E-2;NaN;3.820845939E-3;NaN;2.126924458E-2;5.287902821E-8;6.726014115E-3;1.938782891E-8;2.466059141E-3;6.064704593E-8;7.714076842E-3;1.671315494E-8;2.125850641E-3
2.100000000E-2;NaN;3.828438279E-3;NaN;2.131150834E-2;6.257135509E-8;7.974656635E-3;1.914397294E-8;2.439880207E-3;3.503904744E-8;4.465691557E-3;2.105975033E-8;2.684044120E-3
2.102083333E-2;NaN;3.836038154E-3;NaN;2.135381406E-2;7.996429685E-8;1.021160067E-2;1.799491965E-8;2.297987237E-3;2.570302283E-8;3.282327433E-3;2.908752616E-8;3.714535279E-3
2.104166667E-2;NaN;3.843645566E-3;NaN;2.139616172E-2;1.006641436E-7;1.288050583E-2;1.598278993E-8;2.045081909E-3;3.085104443E-8;3.947553156E-3;4.109135789E-8;5.257855043E-3
2.106250000E-2;NaN;3.851260513E-3;NaN;2.143855133E-2;1.192943589E-7;1.529458111E-2;1.346418488E-8;1.726226365E-3;5.338934139E-8;6.844980932E-3;5.775606487E-8;7.404833108E-3
2.108333333E-2;NaN;3.858882996E-3;NaN;2.148098289E-2;1.309571635E-7;1.682308552E-2;1.091917004E-8;1.402703957E-3;1.005608857E-7;1.291830347E-2;8.037296481E-8;1.032491255E-2
2.110416667E-2;NaN;3.866513015E-3;NaN;2.152345640E-2;1.329035102E-7;1.710687612E-2;8.757994601E-9;1.127298507E-3;1.828647309E-7;2.353771012E-2;1.104321059E-7;1.421443535E-2
2.112500000E-2;NaN;3.874150570E-3;NaN;2.156597186E-2;1.255563174E-7;1.619309438E-2;7.222627671E-9;9.315078206E-4;3.118641930E-7;4.022136374E-2;1.484028199E-7;1.913962530E-2
2.114583333E-2;NaN;3.881795660E-3;NaN;2.160852927E-2;1.121988235E-7;1.449892340E-2;6.392029207E-9;8.260117083E-4;4.965820811E-7;6.417095413E-2;1.921411037E-7;2.482948625E-2
2.116666667E-2;NaN;3.889448286E-3;NaN;2.165112863E-2;9.750382227E-8;1.262479762E-2;6.240044954E-9;8.079611940E-4;7.389959585E-7;9.568521724E-2;2.360183398E-7;3.055966119E-2
2.118750000E-2;NaN;3.897108449E-3;NaN;2.169376993E-2;8.588839116E-8;1.114273345E-2;6.692667038E-9;8.682733934E-4;1.029746757E-6;1.335942318E-1;2.719189156E-7;3.527741007E-2
2.120833333E-2;NaN;3.904776147E-3;NaN;2.173645319E-2;8.059441434E-8;1.047649157E-2;7.650610707E-9;9.945051306E-4;1.345633289E-6;1.749192660E-1;2.921974671E-7;3.798283448E-2
2.122916667E-2;NaN;3.912451380E-3;NaN;2.177917839E-2;8.356705075E-8;1.088425759E-2;8.982733136E-9;1.169963286E-3;1.650465204E-6;2.149661651E-1;2.931616357E-7;3.818307252E-2
2.125000000E-2;NaN;3.920134150E-3;NaN;2.182194555E-2;9.551065361E-8;1.246428953E-2;1.052620184E-8;1.373685788E-3;1.900333985E-6;2.479965543E-1;2.769132619E-7;3.613761336E-2
2.127083333E-2;NaN;3.927824455E-3;NaN;2.186475465E-2;1.155841338E-7;1.511350085E-2;1.212398288E-8;1.585302580E-3;2.053116628E-6;2.684605481E-1;2.502556140E-7;3.272281680E-2
2.129166667E-2;NaN;3.935522297E-3;NaN;2.190760570E-2;1.408417558E-7;1.845221857E-2;1.368100411E-8;1.792400816E-3;2.080061167E-6;2.725167907E-1;2.212609148E-7;2.898824099E-2
2.131250000E-2;NaN;3.943227674E-3;NaN;2.195049870E-2;1.661411838E-7;2.180941096E-2;1.521551551E-8;1.997346011E-3;1.975597452E-6;2.593373643E-1;1.955842055E-7;2.567440665E-2
2.133333333E-2;NaN;3.950940587E-3;NaN;2.199343366E-2;1.851753618E-7;2.435558039E-2;1.687585450E-8;2.219632390E-3;1.761114590E-6;2.316343143E-1;1.746611828E-7;2.297268080E-2
2.135416667E-2;NaN;3.958661036E-3;NaN;2.203641055E-2;1.925562902E-7;2.537586231E-2;1.889162466E-8;2.489616234E-3;1.480208021E-6;1.950679195E-1;1.565608056E-7;2.063222884E-2
2.137500000E-2;NaN;3.966389020E-3;NaN;2.207942940E-2;1.859744095E-7;2.455631965E-2;2.143448420E-8;2.830239102E-3;1.186291358E-6;1.566395606E-1;1.385000868E-7;1.828774407E-2
2.139583333E-2;NaN;3.974124540E-3;NaN;2.212249020E-2;1.671380040E-7;2.211217519E-2;2.443670190E-8;3.232948944E-3;9.269744038E-7;1.226377001E-1;1.191230234E-7;1.575984576E-2
2.141666667E-2;NaN;3.981867597E-3;NaN;2.216559295E-2;1.408238756E-7;1.866714452E-2;2.748675725E-8;3.643553109E-3;7.313256993E-7;9.694210203E-2;9.917032686E-8;1.314568865E-2
2.143750000E-2;NaN;3.989618189E-3;NaN;2.220873765E-2;1.126120388E-7;1.495653319E-2;2.990265763E-8;3.971512245E-3;6.049262473E-7;8.034309285E-2;8.059036933E-8;1.070358503E-2
2.145833333E-2;NaN;3.997376317E-3;NaN;2.225192429E-2;8.677141852E-8;1.154692951E-2;3.098159622E-8;4.122812716E-3;5.341240556E-7;7.107746912E-2;6.523101168E-8;8.680483812E-3
2.147916667E-2;NaN;4.005141980E-3;NaN;2.229515289E-2;6.543786053E-8;8.724926767E-3;3.031000696E-8;4.041278074E-3;4.967763101E-7;6.623592045E-2;5.423055674E-8;7.230640369E-3
2.150000000E-2;NaN;4.012915180E-3;NaN;2.233842343E-2;4.907485403E-8;6.555922019E-3;2.796739215E-8;3.736170910E-3;4.741378646E-7;6.334019586E-2;4.831072199E-8;6.453841428E-3
2.152083333E-2;NaN;4.020695915E-3;NaN;2.238173592E-2;3.737285177E-8;5.002328975E-3;2.449172537E-8;3.278199593E-3;4.585539376E-7;6.137711038E-2;4.840910481E-8;6.479523402E-3
2.154166667E-2;NaN;4.028484186E-3;NaN;2.242509036E-2;2.990733838E-8;4.010829587E-3;2.061908543E-8;2.765195513E-3;4.540777424E-7;6.089570463E-2;5.603186235E-8;7.514351444E-3
2.156250000E-2;NaN;4.036279993E-3;NaN;2.246848675E-2;2.648216813E-8;3.558357727E-3;1.697511051E-8;2.280912776E-3;4.706135585E-7;6.323543389E-2;7.304272198E-8;9.814609318E-3
2.158333333E-2;NaN;4.044083336E-3;NaN;2.251192509E-2;2.726553397E-8;3.670699952E-3;1.392239692E-8;1.874342228E-3;5.152523060E-7;6.936730515E-2;1.008264668E-7;1.357404947E-2
2.160416667E-2;NaN;4.051894215E-3;NaN;2.255540538E-2;3.272062449E-8;4.413615179E-3;1.161835528E-8;1.567175139E-3;5.854227415E-7;7.896642374E-2;1.390940984E-7;1.876210597E-2
2.162500000E-2;NaN;4.059712629E-3;NaN;2.259892762E-2;4.346495018E-8;5.874207199E-3;1.017176848E-8;1.374695597E-3;6.672651135E-7;9.017963940E-2;1.851137916E-7;2.501778474E-2
2.164583333E-2;NaN;4.067538579E-3;NaN;2.264249181E-2;6.040158277E-8;8.178897813E-3;9.784079913E-9;1.324849220E-3;7.398278111E-7;1.001790978E-1;2.343622039E-7;3.173467366E-2
2.166666667E-2;NaN;4.075372065E-3;NaN;2.268609795E-2;8.521057255E-8;1.156047104E-2;1.084821182E-8;1.471770871E-3;7.827506237E-7;1.061953423E-1;2.828348401E-7;3.837204563E-2
2.168750000E-2;NaN;4.083213087E-3;NaN;2.272974603E-2;1.206608083E-7;1.640148071E-2;1.398291176E-8;1.900703805E-3;7.835284646E-7;1.065053945E-1;3.298311607E-7;4.483410557E-2
2.170833333E-2;NaN;4.091061645E-3;NaN;2.277343607E-2;1.699297726E-7;2.314303340E-2;1.990610693E-8;2.711047573E-3;7.409855787E-7;1.009161240E-1;3.791250971E-7;5.163371110E-2
2.172916667E-2;NaN;4.098917738E-3;NaN;2.281716805E-2;2.346174902E-7;3.201432648E-2;2.908819897E-8;3.969180208E-3;6.639242929E-7;9.059464856E-2;4.368746659E-7;5.961298185E-2
2.175000000E-2;NaN;4.106781368E-3;NaN;2.286094199E-2;3.120213761E-7;4.265802194E-2;4.128194055E-8;5.643863083E-3;5.664372135E-7;7.744049905E-2;5.065870401E-7;6.925807885E-2
2.177083333E-2;NaN;4.114652533E-3;NaN;2.290475787E-2;3.931527253E-7;5.385291789E-2;5.517664148E-8;7.557936017E-3;4.626751515E-7;6.337589780E-2;5.838755864E-7;7.997758120E-2
2.179166667E-2;NaN;4.122531234E-3;NaN;2.294861570E-2;4.634367385E-7;6.360176915E-2;6.845683319E-8;9.394973121E-3;3.633898704E-7;4.987139932E-2;6.548564097E-7;8.987208552E-2
2.181250000E-2;NaN;4.130417471E-3;NaN;2.299251548E-2;5.070739788E-7;6.972364068E-2;7.841906129E-8;1.078277072E-2;2.750069872E-7;3.781398605E-2;7.004207228E-7;9.630918730E-2
2.183333333E-2;NaN;4.138311243E-3;NaN;2.303645721E-2;5.135826522E-7;7.075355715E-2;8.298421943E-8;1.143229563E-2;2.004944679E-7;2.762105910E-2;7.048907993E-7;9.710906558E-2
2.185416667E-2;NaN;4.146212552E-3;NaN;2.308044089E-2;4.829078962E-7;6.665468051E-2;8.158906550E-8;1.126155347E-2;1.406869575E-7;1.941870133E-2;6.643028466E-7;9.169221368E-2
2.187500000E-2;NaN;4.154121396E-3;NaN;2.312446652E-2;4.258779106E-7;5.889508879E-2;7.539750695E-8;1.042679781E-2;9.515675729E-8;1.315932461E-2;5.894375188E-7;8.151391312E-2
2.189583333E-2;NaN;4.162037776E-3;NaN;2.316853410E-2;3.596032029E-7;4.982466086E-2;6.665730408E-8;9.235672939E-3;6.253880201E-8;8.665035727E-3;5.017227587E-7;6.951597232E-2
2.191666667E-2;NaN;4.169961692E-3;NaN;2.321264362E-2;3.003365541E-7;4.169222196E-2;5.760113723E-8;7.996094268E-3;4.069496401E-8;5.649207361E-3;4.241767295E-7;5.888350957E-2
2.193750000E-2;NaN;4.177893144E-3;NaN;2.325679510E-2;2.574953580E-7;3.581306694E-2;4.956112780E-8;6.893079556E-3;2.703908246E-8;3.760659911E-3;3.721145209E-7;5.175457280E-2
2.195833333E-2;NaN;4.185832131E-3;NaN;2.330098852E-2;2.316080125E-7;3.227380492E-2;4.275135727E-8;5.957259205E-3;1.904455554E-8;2.653795366E-3;3.482719541E-7;4.853053651E-2
2.197916667E-2;NaN;4.193778655E-3;NaN;2.334522390E-2;2.166459202E-7;3.024619879E-2;3.669597343E-8;5.123169208E-3;1.476953377E-8;2.061992462E-3;3.444032867E-7;4.808255915E-2
2.200000000E-2;NaN;4.201732714E-3;NaN;2.338950122E-2;2.047618616E-7;2.864127015E-2;3.090550919E-8;4.322939003E-3;1.323629756E-8;1.851440357E-3;3.476638956E-7;4.862983506E-2
2.202083333E-2;NaN;4.209694309E-3;NaN;2.343382049E-2;1.904304576E-7;2.668712277E-2;2.533552909E-8;3.550547449E-3;1.463996736E-8;2.051660282E-3;3.476356318E-7;4.871801972E-2
2.204166667E-2;NaN;4.217663440E-3;NaN;2.347818172E-2;1.720716913E-7;2.415995554E-2;2.038795183E-8;2.862597595E-3;2.047466859E-8;2.874773178E-3;3.402434972E-7;4.777234247E-2
2.206250000E-2;NaN;4.225640106E-3;NaN;2.352258489E-2;1.512942611E-7;2.128284798E-2;1.655681617E-8;2.329078440E-3;3.360637754E-8;4.727472272E-3;3.272671258E-7;4.603728149E-2
2.208333333E-2;NaN;4.233624309E-3;NaN;2.356703001E-2;1.310878639E-7;1.847521857E-2;1.404852128E-8;1.979965907E-3;5.818279390E-8;8.200147616E-3;3.127037480E-7;4.407173877E-2
2.210416667E-2;NaN;4.241616047E-3;NaN;2.361151707E-2;1.141602525E-7;1.611985224E-2;1.265306275E-8;1.786659519E-3;9.910569953E-8;1.399409337E-2;2.986444720E-7;4.216971015E-2
2.212500000E-2;NaN;4.249615321E-3;NaN;2.365604609E-2;1.019899856E-7;1.442852486E-2;1.189474661E-8;1.682749989E-3;1.609225540E-7;2.276571623E-2;2.833333689E-7;4.008317613E-2
2.214583333E-2;NaN;4.257622131E-3;NaN;2.370061706E-2;9.466620775E-8;1.341766291E-2;1.129734540E-8;1.601246907E-3;2.463203989E-7;3.491260672E-2;2.624838834E-7;3.720356346E-2
2.216666667E-2;NaN;4.265636477E-3;NaN;2.374522998E-2;9.124567867E-8;1.295719306E-2;1.059371909E-8;1.504343718E-3;3.547444567E-7;5.037490519E-2;2.326155328E-7;3.303218750E-2
2.218750000E-2;NaN;4.273658359E-3;NaN;2.378988484E-2;9.020624826E-8;1.283367994E-2;9.806101050E-9;1.395118018E-3;4.818379516E-7;6.855128300E-2;1.938695594E-7;2.758190173E-2
2.220833333E-2;NaN;4.281687776E-3;NaN;2.383458166E-2;8.986677635E-8;1.280940451E-2;9.184486995E-9;1.309135744E-3;6.200096271E-7;8.837475246E-2;1.504776542E-7;2.144874025E-2
2.222916667E-2;NaN;4.289724729E-3;NaN;2.387932042E-2;8.888513487E-8;1.269326487E-2;9.036781426E-9;1.290499929E-3;7.598872565E-7;1.085158979E-1;1.089080428E-7;1.555264146E-2
2.225000000E-2;NaN;4.297769218E-3;NaN;2.392410113E-2;8.677555356E-8;1.241524420E-2;9.530125973E-9;1.363504309E-3;8.918752484E-7;1.276033232E-1;7.516005046E-8;1.075337860E-2
2.227083333E-2;NaN;4.305821243E-3;NaN;2.396892379E-2;8.408127139E-8;1.205230319E-2;1.056370406E-8;1.514213118E-3;1.007048977E-6;1.443515232E-1;5.276760865E-8;7.563767861E-3
2.229166667E-2;NaN;4.313880804E-3;NaN;2.401378841E-2;8.194747527E-8;1.176842926E-2;1.178104583E-8;1.691869139E-3;1.097159986E-6;1.575625075E-1;4.229433436E-8;6.073864759E-3
2.231250000E-2;NaN;4.321947900E-3;NaN;2.405869497E-2;8.128485945E-8;1.169510078E-2;1.270376582E-8;1.827792071E-3;1.154332056E-6;1.660829560E-1;4.204278156E-8;6.049030176E-3
2.233333333E-2;NaN;4.330022533E-3;NaN;2.410364348E-2;8.199019538E-8;1.181862247E-2;1.291977344E-8;1.862343711E-3;1.171327223E-6;1.688430449E-1;4.911666800E-8;7.080009427E-3
2.235416667E-2;NaN;4.338104701E-3;NaN;2.414863393E-2;8.271382332E-8;1.194518576E-2;1.224512667E-8;1.768390178E-3;1.142915828E-6;1.650551423E-1;6.015105876E-8;8.686765302E-3
2.237500000E-2;NaN;4.346194405E-3;NaN;2.419366634E-2;8.145535109E-8;1.178537893E-2;1.078871823E-8;1.560967215E-3;1.068034100E-6;1.545286639E-1;7.171475150E-8;1.037605891E-2
2.239583333E-2;NaN;4.354291645E-3;NaN;2.423874070E-2;7.678360993E-8;1.113014502E-2;8.891612095E-9;1.288880949E-3;9.516431494E-7;1.379451457E-1;8.078744076E-8;1.171051911E-2
2.241666667E-2;NaN;4.362396420E-3;NaN;2.428385701E-2;6.893590573E-8;1.001118292E-2;6.989470548E-9;1.015042414E-3;8.050513143E-7;1.169131802E-1;8.538567935E-8;1.240009318E-2
2.243750000E-2;NaN;4.370508732E-3;NaN;2.432901526E-2;6.006037283E-8;8.738457903E-3;5.472413626E-9;7.962064477E-4;6.441245650E-7;9.371662430E-2;8.496312191E-8;1.236167258E-2
2.245833333E-2;NaN;4.378628579E-3;NaN;2.437421547E-2;5.351321817E-8;7.800347650E-3;4.599492447E-9;6.704444495E-4;4.858999413E-7;7.082714505E-2;8.034788736E-8;1.171189990E-2
2.247916667E-2;NaN;4.386755962E-3;NaN;2.441945762E-2;5.268978125E-8;7.694575279E-3;4.487191496E-9;6.552889752E-4;3.449056754E-7;5.036845135E-2;7.334361488E-8;1.071076692E-2
2.250000000E-2;NaN;4.394890881E-3;NaN;2.446474172E-2;5.979961191E-8;8.749056970E-3;5.163550268E-9;7.554596764E-4;2.305690300E-7;3.373369014E-2;6.614283264E-8;9.677109808E-3
2.252083333E-2;NaN;4.403033336E-3;NaN;2.451006777E-2;7.483023582E-8;1.096841489E-2;6.648153811E-9;9.744685215E-4;1.464770027E-7;2.147020546E-2;6.062220087E-8;8.885839308E-3
2.254166667E-2;NaN;4.411183326E-3;NaN;2.455543577E-2;9.514499596E-8;1.397191200E-2;8.987847893E-9;1.319853120E-3;9.142287759E-8;1.342532403E-2;5.781513601E-8;8.490073328E-3
2.256250000E-2;NaN;4.419340853E-3;NaN;2.460084572E-2;1.161455763E-7;1.708735942E-2;1.219299369E-8;1.793835565E-3;6.149374314E-8;9.046971262E-3;5.784875462E-8;8.510719852E-3
2.258333333E-2;NaN;4.427505915E-3;NaN;2.464629762E-2;1.327817257E-7;1.957096503E-2;1.609659944E-8;2.372510096E-3;5.206765162E-8;7.674355670E-3;6.021011481E-8;8.874489660E-3
2.260416667E-2;NaN;4.435678513E-3;NaN;2.469179147E-2;1.412515131E-7;2.085777379E-2;2.023967243E-8;2.988672474E-3;5.890266776E-8;8.697807853E-3;6.400674211E-8;9.451496262E-3
2.262500000E-2;NaN;4.443858647E-3;NaN;2.473732727E-2;1.404710813E-7;2.078078475E-2;2.389356947E-8;3.534728426E-3;7.808518125E-8;1.155163988E-2;6.824167164E-8;1.009542659E-2
2.264583333E-2;NaN;4.452046316E-3;NaN;2.478290502E-2;1.329067376E-7;1.969796919E-2;2.625302514E-8;3.890933521E-3;1.053016271E-7;1.560664451E-2;7.222684570E-8;1.070466560E-2
2.266666667E-2;NaN;4.460241522E-3;NaN;2.482852471E-2;1.239806213E-7;1.840886306E-2;2.672444608E-8;3.968093264E-3;1.352276549E-7;2.007884261E-2;7.584867445E-8;1.126214602E-2
2.268750000E-2;NaN;4.468444263E-3;NaN;2.487418636E-2;1.198046925E-7;1.782152878E-2;2.517804283E-8;3.745355925E-3;1.617230109E-7;2.405708185E-2;7.936975894E-8;1.180663640E-2
2.270833333E-2;NaN;4.476654540E-3;NaN;2.491988995E-2;1.243876834E-7;1.853726863E-2;2.203543528E-8;3.283900559E-3;1.789779946E-7;2.667276271E-2;8.306072790E-8;1.237838815E-2
2.272916667E-2;NaN;4.484872353E-3;NaN;2.496563549E-2;1.378816275E-7;2.058596691E-2;1.813019633E-8;2.706869859E-3;1.831189770E-7;2.733998189E-2;8.715818652E-8;1.301286890E-2
2.275000000E-2;NaN;4.493097702E-3;NaN;2.501142299E-2;1.565338846E-7;2.341364383E-2;1.439871256E-8;2.153695531E-3;1.733868996E-7;2.593444303E-2;9.207509687E-8;1.377218441E-2
2.277083333E-2;NaN;4.501330586E-3;NaN;2.505725243E-2;1.741396222E-7;2.609475898E-2;1.155793946E-8;1.731953020E-3;1.522459320E-7;2.281399747E-2;9.839909698E-8;1.474506885E-2
2.279166667E-2;NaN;4.509571007E-3;NaN;2.510312382E-2;1.845086333E-7;2.769916670E-2;9.916737196E-9;1.488739859E-3;1.243870827E-7;1.867348144E-2;1.065727392E-7;1.599912164E-2
2.281250000E-2;NaN;4.517818963E-3;NaN;2.514903716E-2;1.839998008E-7;2.767330050E-2;9.359115439E-9;1.407597252E-3;9.513803919E-8;1.430862173E-2;1.164883974E-7;1.751968433E-2
2.283333333E-2;NaN;4.526074455E-3;NaN;2.519499245E-2;1.727486814E-7;2.602862446E-2;9.462677463E-9;1.425773418E-3;6.899663386E-8;1.039595473E-2;1.271568619E-7;1.915915177E-2
2.285416667E-2;NaN;4.534337483E-3;NaN;2.524098969E-2;1.538963566E-7;2.323041463E-2;9.688979022E-9;1.462536249E-3;4.886881288E-8;7.376670968E-3;1.365711800E-7;2.061520629E-2
2.287500000E-2;NaN;4.542608047E-3;NaN;2.528702887E-2;1.316383388E-7;1.990684530E-2;9.581023890E-9;1.448878511E-3;3.615204188E-8;5.467047908E-3;1.421269388E-7;2.149297089E-2
2.289583333E-2;NaN;4.550886146E-3;NaN;2.533311001E-2;1.095528126E-7;1.659717926E-2;8.902330231E-9;1.348697192E-3;3.134340634E-8;4.748505504E-3;1.417167555E-7;2.146999551E-2
2.291666667E-2;NaN;4.559171782E-3;NaN;2.537923310E-2;8.990047138E-8;1.364465965E-2;7.675608252E-9;1.164966775E-3;3.459622172E-8;5.250847558E-3;1.348795588E-7;2.047136845E-2
2.293750000E-2;NaN;4.567464953E-3;NaN;2.542539813E-2;7.363513331E-8;1.119631435E-2;6.128650459E-9;9.318689871E-4;4.582486248E-8;6.967727801E-3;1.230520551E-7;1.871021928E-2
2.295833333E-2;NaN;4.575765660E-3;NaN;2.547160511E-2;6.075886571E-8;9.255251286E-3;4.586013801E-9;6.985764074E-4;6.427036800E-8;9.790149949E-3;1.087539438E-7;1.656622562E-2
2.297916667E-2;NaN;4.584073902E-3;NaN;2.551785405E-2;5.087347754E-8;7.763504668E-3;3.347603548E-9;5.108582513E-4;8.786502225E-8;1.340856854E-2;9.441905853E-8;1.440874178E-2
2.300000000E-2;NaN;4.592389681E-3;NaN;2.556414493E-2;4.358577807E-8;6.663437337E-3;2.604107649E-9;3.981185815E-4;1.129241049E-7;1.726395007E-2;8.160007927E-8;1.247510172E-2
2.302083333E-2;NaN;4.600712996E-3;NaN;2.561047776E-2;3.843511018E-8;5.886647824E-3;2.418966015E-9;3.704841996E-4;1.345751087E-7;2.061126576E-2;7.072507392E-8;1.083211680E-2
2.304166667E-2;NaN;4.609043846E-3;NaN;2.565685254E-2;3.468227473E-8;5.321489335E-3;2.774528710E-9;4.257109735E-4;1.479828733E-7;2.270581409E-2;6.135118535E-8;9.413444793E-3
2.306250000E-2;NaN;4.617382232E-3;NaN;2.570326927E-2;3.155774252E-8;4.850835400E-3;3.624827211E-9;5.571830792E-4;1.499285462E-7;2.304596721E-2;5.280536105E-8;8.116870670E-3
2.308333333E-2;NaN;4.625728154E-3;NaN;2.574972795E-2;2.873050572E-8;4.424234717E-3;4.907077709E-9;7.556450198E-4;1.400244496E-7;2.156248266E-2;4.477282947E-8;6.894605631E-3
2.310416667E-2;NaN;4.634081611E-3;NaN;2.579622858E-2;2.634143813E-8;4.063665409E-3;6.532125820E-9;1.007704045E-3;1.209509114E-7;1.865896738E-2;3.737484328E-8;5.765776989E-3
2.312500000E-2;NaN;4.642442605E-3;NaN;2.584277115E-2;2.465266531E-8;3.810002013E-3;8.414554471E-9;1.300446385E-3;9.764038251E-8;1.509005413E-2;3.089083860E-8;4.774094639E-3
2.314583333E-2;NaN;4.650811134E-3;NaN;2.588935568E-2;2.386994779E-8;3.695685065E-3;1.055023223E-8;1.633448721E-3;7.590530036E-8;1.175210300E-2;2.565876806E-8;3.972640693E-3
2.316666667E-2;NaN;4.659187200E-3;NaN;2.593598216E-2;2.422851700E-8;3.757956726E-3;1.306804473E-8;2.026915084E-3;6.122147345E-8;9.495737933E-3;2.219887613E-8;3.443149900E-3
2.318750000E-2;NaN;4.667570801E-3;NaN;2.598265058E-2;2.610995111E-8;4.057063033E-3;1.616253821E-8;2.511396364E-3;5.808372975E-8;9.025269785E-3;2.116772734E-8;3.289121597E-3
2.320833333E-2;NaN;4.675961937E-3;NaN;2.602936095E-2;3.025353583E-8;4.709359982E-3;1.990731541E-8;3.098834962E-3;6.973116101E-8;1.085457055E-2;2.310058752E-8;3.595909683E-3
2.322916667E-2;NaN;4.684360610E-3;NaN;2.607611328E-2;3.815220032E-8;5.949557861E-3;2.404477778E-8;3.749608029E-3;9.766877973E-8;1.523073509E-2;2.832159022E-8;4.416545790E-3
2.325000000E-2;NaN;4.692766818E-3;NaN;2.612290755E-2;5.208394749E-8;8.136687742E-3;2.790161257E-8;4.358861413E-3;1.406622146E-7;2.197461161E-2;3.710271786E-8;5.796281661E-3
2.327083333E-2;NaN;4.701180563E-3;NaN;2.616974377E-2;7.418978156E-8;1.161089791E-2;3.054150927E-8;4.779827340E-3;1.936526040E-7;3.030714700E-2;4.974196993E-8;7.784750442E-3
2.329166667E-2;NaN;4.709601843E-3;NaN;2.621662194E-2;1.048571845E-7;1.643982414E-2;3.113677461E-8;4.881716988E-3;2.476208984E-7;3.882274774E-2;6.631510242E-8;1.039708082E-2
2.331250000E-2;NaN;4.718030659E-3;NaN;2.626354206E-2;1.414767733E-7;2.222085101E-2;2.937902381E-8;4.614375176E-3;2.912417013E-7;4.574346939E-2;8.624545795E-8;1.354602191E-2
2.333333333E-2;NaN;4.726467011E-3;NaN;2.631050413E-2;1.785745822E-7;2.809771842E-2;2.569151725E-8;4.042417509E-3;3.141709547E-7;4.943305433E-2;1.080987110E-7;1.700873163E-2
2.335416667E-2;NaN;4.734910898E-3;NaN;2.635750815E-2;2.095863714E-7;3.303616540E-2;2.111397021E-8;3.328101001E-3;3.107112632E-7;4.897603130E-2;1.299592639E-7;2.048489943E-2
2.337500000E-2;NaN;4.743362322E-3;NaN;2.640455411E-2;2.295851843E-7;3.625308258E-2;1.693364649E-8;2.673939465E-3;2.820630299E-7;4.453969600E-2;1.503772611E-7;2.374560572E-2
2.339583333E-2;NaN;4.751821281E-3;NaN;2.645164203E-2;2.374713139E-7;3.756522857E-2;1.425750724E-8;2.255373542E-3;2.359671456E-7;3.732728645E-2;1.693095027E-7;2.678281457E-2
2.341666667E-2;NaN;4.760287776E-3;NaN;2.649877189E-2;2.361429446E-7;3.742165279E-2;1.371105790E-8;2.172796011E-3;1.839444388E-7;2.914973781E-2;1.881272533E-7;2.981258984E-2
2.343750000E-2;NaN;4.768761807E-3;NaN;2.654594371E-2;2.303364369E-7;3.656647170E-2;1.531676000E-8;2.431573044E-3;1.375879448E-7;2.184242215E-2;2.082933986E-7;3.306708556E-2
2.345833333E-2;NaN;4.777243373E-3;NaN;2.659315747E-2;2.235968451E-7;3.555967806E-2;1.853358331E-8;2.947484592E-3;1.056486841E-7;1.680181665E-2;2.296737795E-7;3.652612207E-2
2.347916667E-2;NaN;4.785732476E-3;NaN;2.664041318E-2;2.166495133E-7;3.451603637E-2;2.243520869E-8;3.574319033E-3;9.284855813E-8;1.479239053E-2;2.501945468E-7;3.986034376E-2
2.350000000E-2;NaN;4.794229114E-3;NaN;2.668771085E-2;2.082517849E-7;3.323703694E-2;2.601251022E-8;4.151603135E-3;1.001199531E-7;1.597916954E-2;2.675375987E-7;4.269906764E-2
2.352083333E-2;NaN;4.802733288E-3;NaN;2.673505046E-2;1.974820800E-7;3.157409743E-2;2.852290296E-8;4.560337408E-3;1.253591376E-7;2.004283945E-2;2.814599544E-7;4.500076169E-2
2.354166667E-2;NaN;4.811244998E-3;NaN;2.678243202E-2;1.853957826E-7;2.969423256E-2;2.973165618E-8;4.762021556E-3;1.641555568E-7;2.629225547E-2;2.944441005E-7;4.716014287E-2
