"Delay (s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.056250000E-2;NaN;9.685376424E-4;5.204900260E-8;1.678199929E-3;2.639976913E-7;8.511996093E-3;4.648003394E-8;1.498641391E-3;2.940979351E-6;9.482508966E-2;2.299840125E-7;7.415303543E-3
1.058333333E-2;NaN;9.723620716E-4;4.811277237E-8;1.557410776E-3;2.693356198E-7;8.718395883E-3;3.996010206E-8;1.293508781E-3;2.971395774E-6;9.618410182E-2;2.378122899E-7;7.697985477E-3
1.060416667E-2;NaN;9.761940366E-4;4.836684841E-8;1.571805204E-3;2.744944160E-7;8.920402419E-3;3.513146197E-8;1.141687262E-3;2.778902637E-6;9.030759229E-2;2.412076988E-7;7.838664883E-3
1.062500000E-2;NaN;9.800335375E-4;5.211667030E-8;1.700326727E-3;2.851608466E-7;9.303484012E-3;3.129845929E-8;1.021124460E-3;2.409829763E-6;7.862163737E-2;2.452552635E-7;8.001548775E-3
1.064583333E-2;NaN;9.838805742E-4;5.920948320E-8;1.939315367E-3;3.067019230E-7;1.004554879E-2;2.780722958E-8;9.107829476E-4;1.947566084E-6;6.378952544E-2;2.567675690E-7;8.410025983E-3
1.066666667E-2;NaN;9.877351467E-4;6.931074540E-8;2.279060528E-3;3.399718321E-7;1.117887823E-2;2.446611876E-8;8.044894802E-4;1.482935609E-6;4.876155917E-2;2.803541290E-7;9.218542168E-3
1.068750000E-2;NaN;9.915972550E-4;8.112252979E-8;2.677882911E-3;3.790418851E-7;1.251230440E-2;2.155400293E-8;7.115051300E-4;1.087198704E-6;3.588880719E-2;3.150169829E-7;1.039882012E-2
1.070833333E-2;NaN;9.954668992E-4;9.218401857E-8;3.054901716E-3;4.125927757E-7;1.367298147E-2;1.950598465E-8;6.464121103E-4;7.988768423E-7;2.647411421E-2;3.534084636E-7;1.171166259E-2
1.072916667E-2;NaN;9.993440791E-4;9.946124312E-8;3.308900508E-3;4.284878605E-7;1.425503699E-2;1.853220914E-8;6.165339817E-4;6.264396190E-7;2.084054360E-2;3.843026764E-7;1.278507368E-2
1.075000000E-2;NaN;1.003228795E-3;1.004510692E-7;3.354820862E-3;4.191781034E-7;1.399952691E-2;1.842198863E-8;6.152495165E-4;5.599406969E-7;1.870065442E-2;3.970305651E-7;1.325985311E-2
1.077083333E-2;NaN;1.007121047E-3;9.422963830E-8;3.159249884E-3;3.852044209E-7;1.291480095E-2;1.862588357E-8;6.244725289E-4;5.817848037E-7;1.950557815E-2;3.856771519E-7;1.293065027E-2
1.079166667E-2;NaN;1.011020834E-3;8.189616077E-8;2.756375813E-3;3.352523188E-7;1.128357391E-2;1.855166080E-8;6.243925069E-4;6.706001877E-7;2.257036374E-2;3.511779251E-7;1.181958140E-2
1.081250000E-2;NaN;1.014928157E-3;6.619122126E-8;2.236405120E-3;2.830407349E-7;9.563107260E-3;1.788354899E-8;6.042320984E-4;7.993364527E-7;2.700720883E-2;3.007366941E-7;1.016100126E-2
1.083333333E-2;NaN;1.018843016E-3;5.053155532E-8;1.713897009E-3;2.428189124E-7;8.235776738E-3;1.676484030E-8;5.686191425E-4;9.335797055E-7;3.166456000E-2;2.453286391E-7;8.320900042E-3
1.085416667E-2;NaN;1.022765411E-3;3.796782763E-8;1.292726239E-3;2.255450361E-7;7.679343391E-3;1.576264236E-8;5.366854688E-4;1.035381476E-6;3.525260423E-2;1.966007420E-7;6.693849863E-3
1.087500000E-2;NaN;1.026695342E-3;3.048421058E-8;1.041912689E-3;2.368757638E-7;8.096121212E-3;1.563965059E-8;5.345439521E-4;1.072868546E-6;3.666932259E-2;1.640984594E-7;5.608682784E-3
1.089583333E-2;NaN;1.030632808E-3;2.876334439E-8;9.868658642E-4;2.767309415E-7;9.494595485E-3;1.704080290E-8;5.846672922E-4;1.030779789E-6;3.536589395E-2;1.531552004E-7;5.254731062E-3
1.091666667E-2;NaN;1.034577811E-3;3.227860598E-8;1.111713072E-3;3.395349867E-7;1.169398343E-2;2.021882433E-8;6.963600391E-4;9.157072525E-7;3.153803246E-2;1.636250947E-7;5.635440295E-3
1.093750000E-2;NaN;1.038530349E-3;3.954515895E-8;1.367185049E-3;4.146760055E-7;1.433649149E-2;2.488972427E-8;8.605063120E-4;7.528707778E-7;2.602881612E-2;1.897827519E-7;6.561312377E-3
1.095833333E-2;NaN;1.042490423E-3;4.845832548E-8;1.681726079E-3;4.876242551E-7;1.692279744E-2;3.025691301E-8;1.050053611E-3;5.762215534E-7;1.999752992E-2;2.217470289E-7;7.695638627E-3
1.097916667E-2;NaN;1.046458033E-3;5.673810685E-8;1.976566540E-3;5.424646131E-7;1.889765914E-2;3.520338051E-8;1.226368448E-3;4.171557304E-7;1.453231531E-2;2.484031036E-7;8.653536228E-3
1.100000000E-2;NaN;1.050433178E-3;6.246269631E-8;2.184258027E-3;5.659617357E-7;1.979111594E-2;3.861156697E-8;1.350207886E-3;2.970659605E-7;1.038809957E-2;2.611107561E-7;9.130782031E-3
1.102083333E-2;NaN;1.054415860E-3;6.456110820E-8;2.266197148E-3;5.519451257E-7;1.937414806E-2;3.972627674E-8;1.394455231E-3;2.260776831E-7;7.935684732E-3;2.567763497E-7;9.013256548E-3
1.104166667E-2;NaN;1.058406077E-3;6.307459864E-8;2.222396799E-3;5.038735599E-7;1.775369183E-2;3.844169178E-8;1.354470652E-3;2.067283044E-7;7.283951572E-3;2.387219282E-7;8.411228301E-3
1.106250000E-2;NaN;1.062403830E-3;5.908627968E-8;2.089734227E-3;4.337858899E-7;1.534192416E-2;3.539366832E-8;1.251785703E-3;2.393003965E-7;8.463457709E-3;2.148294250E-7;7.597980528E-3
1.108333333E-2;NaN;1.066409119E-3;5.435825715E-8;1.929763805E-3;3.576990236E-7;1.269861590E-2;3.178688457E-8;1.128461112E-3;3.255404190E-7;1.155695842E-2;1.939256047E-7;6.884521918E-3
1.110416667E-2;NaN;1.070421944E-3;5.078977958E-8;1.809864719E-3;2.896519741E-7;1.032158228E-2;2.897998044E-8;1.032685013E-3;4.687988540E-7;1.670537878E-2;1.822917761E-7;6.495863083E-3
1.112500000E-2;NaN;1.074442305E-3;4.985297423E-8;1.783154424E-3;2.373889087E-7;8.490989543E-3;2.797687073E-8;1.000684144E-3;6.703080260E-7;2.397575552E-2;1.818040981E-7;6.502817271E-3
1.114583333E-2;NaN;1.078470201E-3;5.222506963E-8;1.875002969E-3;2.014982480E-7;7.234261550E-3;2.904157257E-8;1.042660836E-3;9.230541523E-7;3.313981749E-2;1.901846407E-7;6.828076410E-3
1.116666667E-2;NaN;1.082505633E-3;5.786453022E-8;2.085246395E-3;1.777961133E-7;6.407184207E-3;3.162617974E-8;1.139702976E-3;1.206120132E-6;4.346458267E-2;2.029951116E-7;7.315272809E-3
1.118750000E-2;NaN;1.086548601E-3;6.658934390E-8;2.408622147E-3;1.611751391E-7;5.829911916E-3;3.466792839E-8;1.253983524E-3;1.483353676E-6;5.365480881E-2;2.164763930E-7;7.830229342E-3
1.120833333E-2;NaN;1.090599105E-3;7.878637987E-8;2.860428293E-3;1.487546012E-7;5.400703403E-3;3.712959395E-8;1.348031744E-3;1.709287543E-6;6.205761017E-2;2.298592962E-7;8.345300741E-3
1.122916667E-2;NaN;1.094657145E-3;9.560584267E-8;3.483993468E-3;1.408065884E-7;5.131163749E-3;3.851114711E-8;1.403393153E-3;1.842250716E-6;6.713386213E-2;2.458219188E-7;8.958050424E-3
1.125000000E-2;NaN;1.098722720E-3;1.182291073E-7;4.324414332E-3;1.393531084E-7;5.097057680E-3;3.905832526E-8;1.428619275E-3;1.860292045E-6;6.804308824E-2;2.685765048E-7;9.823605313E-3
1.127083333E-2;NaN;1.102795832E-3;1.464624819E-7;5.376953585E-3;1.456491359E-7;5.347093898E-3;3.954263642E-8;1.451695464E-3;1.772373910E-6;6.506766869E-2;3.004461401E-7;1.103002577E-2
1.129166667E-2;NaN;1.106876479E-3;1.775199897E-7;6.541256889E-3;1.582414123E-7;5.830879834E-3;4.072078992E-8;1.500479738E-3;1.617927099E-6;5.961738056E-2;3.387405922E-7;1.248191393E-2
1.131250000E-2;NaN;1.110964662E-3;2.059773150E-7;7.617885134E-3;1.727428017E-7;6.388736647E-3;4.279297750E-8;1.582659659E-3;1.452893731E-6;5.373396363E-2;3.748927738E-7;1.386507096E-2
1.133333333E-2;NaN;1.115060380E-3;2.253885628E-7;8.366523626E-3;1.835113333E-7;6.812022254E-3;4.518635810E-8;1.677337695E-3;1.327585850E-6;4.928057679E-2;3.970115960E-7;1.473724689E-2
1.135416667E-2;NaN;1.119163635E-3;2.310905295E-7;8.609749585E-3;1.864384577E-7;6.946145468E-3;4.680200401E-8;1.743704234E-3;1.266767760E-6;4.719601976E-2;3.951022258E-7;1.472034026E-2
1.137500000E-2;NaN;1.123274425E-3;2.227267723E-7;8.328620561E-3;1.814030346E-7;6.783365235E-3;4.658610776E-8;1.742035818E-3;1.262003537E-6;4.719122221E-2;3.661737737E-7;1.369266204E-2
1.139583333E-2;NaN;1.127392752E-3;2.048355816E-7;7.687682169E-3;1.729632557E-7;6.491482223E-3;4.411111080E-8;1.655533659E-3;1.280217651E-6;4.804783587E-2;3.161506578E-7;1.186544718E-2
1.141666667E-2;NaN;1.131518614E-3;1.848593786E-7;6.963345975E-3;1.689514035E-7;6.364118958E-3;3.986341321E-8;1.501588613E-3;1.283812907E-6;4.835910142E-2;2.575874207E-7;9.702890612E-3
1.143750000E-2;NaN;1.135652012E-3;1.696176308E-7;6.412554212E-3;1.777629337E-7;6.720495057E-3;3.509673824E-8;1.326865230E-3;1.251238651E-6;4.730425512E-2;2.048408204E-7;7.744200054E-3
1.145833333E-2;NaN;1.139792945E-3;1.622295839E-7;6.155605814E-3;2.053572094E-7;7.792031529E-3;3.129611494E-8;1.187493320E-3;1.186687791E-6;4.502743637E-2;1.692762535E-7;6.422983189E-3
1.147916667E-2;NaN;1.143941415E-3;1.610755524E-7;6.134062478E-3;2.526597704E-7;9.621763167E-3;2.951852139E-8;1.124121270E-3;1.114032700E-6;4.242447771E-2;1.562669270E-7;5.950940905E-3
1.150000000E-2;NaN;1.148097420E-3;1.611420236E-7;6.158888428E-3;3.141531205E-7;1.200701080E-2;2.997607006E-8;1.145692892E-3;1.059661433E-6;4.050052489E-2;1.646703381E-7;6.293741488E-3
1.152083333E-2;NaN;1.152260961E-3;1.568907227E-7;6.018148419E-3;3.786496915E-7;1.452456846E-2;3.211004014E-8;1.231704361E-3;1.035410082E-6;3.971714480E-2;1.887318282E-7;7.239536756E-3
1.154166667E-2;NaN;1.156432038E-3;1.450594201E-7;5.584455499E-3;4.325744936E-7;1.665312744E-2;3.505807893E-8;1.349655758E-3;1.032053532E-6;3.973169766E-2;2.215371768E-7;8.528674000E-3
1.156250000E-2;NaN;1.160610651E-3;1.259006511E-7;4.864400342E-3;4.646136930E-7;1.795119396E-2;3.816425078E-8;1.474545151E-3;1.026380681E-6;3.965608194E-2;2.582931335E-7;9.979624376E-3
1.158333333E-2;NaN;1.164796800E-3;1.024310211E-7;3.971883056E-3;4.696579898E-7;1.821153975E-2;4.124095186E-8;1.599166309E-3;9.961414507E-7;3.862655384E-2;2.976874502E-7;1.154318025E-2
1.160416667E-2;NaN;1.168990484E-3;7.859145961E-8;3.058448084E-3;4.502902685E-7;1.752339778E-2;4.454954363E-8;1.733680314E-3;9.326885053E-7;3.629630225E-2;3.406834983E-7;1.325796464E-2
1.162500000E-2;NaN;1.173191705E-3;5.761368382E-8;2.250139330E-3;4.151806026E-7;1.621514441E-2;4.864304590E-8;1.899785320E-3;8.436634926E-7;3.294981817E-2;3.875879114E-7;1.513749418E-2
1.164583333E-2;NaN;1.177400461E-3;4.127164710E-8;1.617673180E-3;3.752289503E-7;1.470738029E-2;5.418276818E-8;2.123734259E-3;7.454578570E-7;2.921878012E-2;4.354392558E-7;1.706736840E-2
1.166666667E-2;NaN;1.181616753E-3;2.995012001E-8;1.178121249E-3;3.394601374E-7;1.335304168E-2;6.175471684E-8;2.429190403E-3;6.519697894E-7;2.564595608E-2;4.778074819E-7;1.879508820E-2
1.168750000E-2;NaN;1.185840580E-3;2.315854808E-8;9.142235797E-4;3.127801444E-7;1.234753501E-2;7.161172851E-8;2.826996345E-3;5.676675634E-7;2.240965496E-2;5.076750851E-7;2.004134853E-2
1.170833333E-2;NaN;1.190071944E-3;2.010466779E-8;7.964983866E-4;2.961589313E-7;1.173310165E-2;8.330855089E-8;3.300483602E-3;4.886526520E-7;1.935923801E-2;5.215407214E-7;2.066218390E-2
1.172916667E-2;NaN;1.194310843E-3;2.003409461E-8;7.965295242E-4;2.881082238E-7;1.145480796E-2;9.539869135E-8;3.792927792E-3;4.091897526E-7;1.626885194E-2;5.214050669E-7;2.073038677E-2
1.175000000E-2;NaN;1.198557279E-3;2.231672390E-8;8.904386784E-4;2.861198788E-7;1.141620105E-2;1.055518575E-7;4.211525711E-3;3.279773437E-7;1.308631651E-2;5.127705702E-7;2.045957780E-2
1.177083333E-2;NaN;1.202811250E-3;2.656045413E-8;1.063525139E-3;2.878182066E-7;1.152472381E-2;1.113264363E-7;4.457697260E-3;2.499297149E-7;1.000760504E-2;5.002881188E-7;2.003237552E-2
1.179166667E-2;NaN;1.207072756E-3;3.286798345E-8;1.320752040E-3;2.922007762E-7;1.174166257E-2;1.113266844E-7;4.473500654E-3;1.833622284E-7;7.368144063E-3;4.848356997E-7;1.948241638E-2
1.181250000E-2;NaN;1.211341799E-3;4.194790647E-8;1.691577020E-3;3.006170933E-7;1.212258274E-2;1.060246429E-7;4.275513718E-3;1.355966210E-7;5.468023257E-3;4.644311915E-7;1.872849439E-2
1.183333333E-2;NaN;1.215618378E-3;5.465072505E-8;2.211607060E-3;3.164426631E-7;1.280581048E-2;9.762970158E-8;3.950881476E-3;1.102759252E-7;4.462649206E-3;4.379027947E-7;1.772106246E-2
1.185416667E-2;NaN;1.219902492E-3;7.101093904E-8;2.883800127E-3;3.428330772E-7;1.392267283E-2;8.899693902E-8;3.614223209E-3;1.075168204E-7;4.366327562E-3;4.078433128E-7;1.656278051E-2
1.187500000E-2;NaN;1.224194142E-3;8.943068366E-8;3.644614764E-3;3.793947564E-7;1.546167013E-2;8.222000560E-8;3.350754283E-3;1.259305353E-7;5.132112038E-3;3.800541313E-7;1.548854198E-2
1.189583333E-2;NaN;1.228493328E-3;1.066393561E-7;4.361190915E-3;4.198292057E-7;1.716960215E-2;7.777204170E-8;3.180614869E-3;1.652399650E-7;6.757758678E-3;3.597571154E-7;1.471285575E-2
1.191666667E-2;NaN;1.232800050E-3;1.185738157E-7;4.866270219E-3;4.526487596E-7;1.857670824E-2;7.469255034E-8;3.065382784E-3;2.292678163E-7;9.409152775E-3;3.477169923E-7;1.427030778E-2
1.193750000E-2;NaN;1.237114307E-3;1.218551431E-7;5.018436994E-3;4.654075049E-7;1.916716997E-2;7.163010585E-8;2.949987698E-3;3.293097657E-7;1.356217119E-2;3.395964698E-7;1.398581499E-2
1.195833333E-2;NaN;1.241436101E-3;1.152247464E-7;4.761950908E-3;4.504345829E-7;1.861533601E-2;6.797607652E-8;2.809281420E-3;4.862311927E-7;2.009472046E-2;3.291128557E-7;1.360141211E-2
1.197916667E-2;NaN;1.245765430E-3;1.001922449E-7;4.155135251E-3;4.086674607E-7;1.694810386E-2;6.428493929E-8;2.666000923E-3;7.277729533E-7;3.018192732E-2;3.123921748E-7;1.295541126E-2
1.200000000E-2;NaN;1.250102295E-3;8.047242666E-8;3.348940508E-3;3.493198897E-7;1.453729653E-2;6.174465175E-8;2.569565427E-3;1.078364991E-6;4.487723746E-2;2.900716945E-7;1.207162364E-2
1.202083333E-2;NaN;1.254446696E-3;6.054299372E-8;2.528313284E-3;2.859583892E-7;1.194180118E-2;6.116437979E-8;2.554262754E-3;1.543001554E-6;6.443670995E-2;2.658738525E-7;1.110305837E-2
1.204166667E-2;NaN;1.258798633E-3;4.413370908E-8;1.849445223E-3;2.315743376E-7;9.704238806E-3;6.224892485E-8;2.608572429E-3;2.092216693E-6;8.767539025E-2;2.433208565E-7;1.019648257E-2
1.206250000E-2;NaN;1.263158105E-3;3.328772357E-8;1.399769711E-3;1.951268456E-7;8.205206574E-3;6.363282240E-8;2.675800201E-3;2.657451392E-6;1.117475023E-1;2.234187081E-7;9.394897184E-3
1.208333333E-2;NaN;1.267525113E-3;2.818400287E-8;1.189252381E-3;1.802758927E-7;7.606922820E-3;6.360722766E-8;2.683971020E-3;3.142986919E-6;1.326214979E-1;2.047920627E-7;8.641407299E-3
1.210416667E-2;NaN;1.271899658E-3;2.759390327E-8;1.168371004E-3;1.856299179E-7;7.859874388E-3;6.104571599E-8;2.584775477E-3;3.452590731E-6;1.461883395E-1;1.855392138E-7;7.856033826E-3
1.212500000E-2;NaN;1.276281738E-3;2.969786966E-8;1.261788701E-3;2.055404870E-7;8.732904655E-3;5.596286729E-8;2.377723198E-3;3.520645777E-6;1.495834924E-1;1.649532738E-7;7.008454797E-3
1.214583333E-2;NaN;1.280671353E-3;3.291208544E-8;1.403162208E-3;2.311815370E-7;9.856111873E-3;4.939074878E-8;2.105707712E-3;3.334144304E-6;1.421467289E-1;1.438544266E-7;6.133038737E-3
1.216666667E-2;NaN;1.285068505E-3;3.642585533E-8;1.558299103E-3;2.523017697E-7;1.079347672E-2;4.270588403E-8;1.826958905E-3;2.936029508E-6;1.256034239E-1;1.236792210E-7;5.291000509E-3
1.218750000E-2;NaN;1.289473193E-3;4.031103602E-8;1.730418144E-3;2.598670649E-7;1.115522518E-2;3.688292742E-8;1.583260891E-3;2.409537937E-6;1.034334162E-1;1.054013408E-7;4.524527537E-3
1.220833333E-2;NaN;1.293885416E-3;4.519510208E-8;1.946713191E-3;2.488894139E-7;1.072054897E-2;3.213814437E-8;1.384303756E-3;1.851891722E-6;7.976753847E-2;8.918687856E-8;3.841594885E-3
1.222916667E-2;NaN;1.298305175E-3;5.163052064E-8;2.231506083E-3;2.200838949E-7;9.512175049E-3;2.808625420E-8;1.213906935E-3;1.349071301E-6;5.830777565E-2;7.480330276E-8;3.233049426E-3
1.225000000E-2;NaN;1.302732470E-3;5.944327932E-8;2.577939853E-3;1.794192239E-7;7.781064114E-3;2.420168830E-8;1.049580331E-3;9.603123281E-7;4.164688507E-2;6.219410194E-8;2.697237700E-3
1.227083333E-2;NaN;1.307167301E-3;6.745565766E-8;2.935380051E-3;1.357821209E-7;5.908653814E-3;2.022530908E-8;8.801184489E-4;7.144330752E-7;3.108905419E-2;5.169656694E-8;2.249612213E-3
1.229166667E-2;NaN;1.311609667E-3;7.384300968E-8;3.224250535E-3;9.800579028E-8;4.279284161E-3;1.627895125E-8;7.107973728E-4;6.140779622E-7;2.681284534E-2;4.380170369E-8;1.912539415E-3
1.231250000E-2;NaN;1.316059569E-3;7.697786153E-8;3.372532720E-3;7.268996982E-8;3.184672798E-3;1.269439637E-8;5.561633731E-4;6.421660050E-7;2.813439891E-2;3.876617494E-8;1.698412905E-3
1.233333333E-2;NaN;1.320517008E-3;7.626346918E-8;3.352550579E-3;6.355725187E-8;2.793983854E-3;9.764945676E-9;4.292680969E-4;7.669529590E-7;3.371533729E-2;3.648107211E-8;1.603711984E-3
1.235416667E-2;NaN;1.324981982E-3;7.243831314E-8;3.195163476E-3;7.202830922E-8;3.177078716E-3;7.625964948E-9;3.363717847E-4;9.458309399E-7;4.171942088E-2;3.676065038E-8;1.621466353E-3
1.237500000E-2;NaN;1.329454491E-3;6.718406570E-8;2.973408235E-3;9.798694435E-8;4.336670969E-3;6.307909378E-9;2.791731863E-4;1.130118783E-6;5.001639096E-2;3.973440924E-8;1.758551205E-3
1.239583333E-2;NaN;1.333934537E-3;6.229528319E-8;2.766333041E-3;1.399251466E-7;6.213625438E-3;5.857976633E-9;2.601338894E-4;1.272535855E-6;5.650922191E-2;4.595937038E-8;2.040907727E-3
1.241666667E-2;NaN;1.338422119E-3;5.888972555E-8;2.623900835E-3;1.944629400E-7;8.664524513E-3;6.397306862E-9;2.850395152E-4;1.336687854E-6;5.955769611E-2;5.605678116E-8;2.497675673E-3
1.243750000E-2;NaN;1.342917236E-3;5.707784051E-8;2.551711459E-3;2.558566917E-7;1.143828228E-2;8.060061545E-9;3.603316317E-4;1.305456739E-6;5.836150931E-2;7.004058574E-8;3.131221567E-3
1.245833333E-2;NaN;1.347419889E-3;5.620550980E-8;2.521138052E-3;3.161192655E-7;1.417975412E-2;1.084148690E-8;4.863025930E-4;1.184703452E-6;5.314071455E-2;8.670443575E-8;3.889189032E-3
1.247916667E-2;NaN;1.351930078E-3;5.545784860E-8;2.495927870E-3;3.660288609E-7;1.647344169E-2;1.444645368E-8;6.501749939E-4;1.000093434E-6;4.501005968E-2;1.034712056E-7;4.656810033E-3
1.250000000E-2;NaN;1.356447803E-3;5.445219617E-8;2.458856983E-3;3.969402407E-7;1.792433274E-2;1.824296613E-8;8.237839391E-4;7.879735355E-7;3.558192996E-2;1.169661238E-7;5.281751527E-3
1.252083333E-2;NaN;1.360973063E-3;5.348792190E-8;2.423371729E-3;4.029857734E-7;1.825803463E-2;2.139147825E-8;9.691814860E-4;5.838965793E-7;2.645454175E-2;1.242220259E-7;5.628114443E-3
1.254166667E-2;NaN;1.365505860E-3;5.334607971E-8;2.424995070E-3;3.829420983E-7;1.740770279E-2;2.312836880E-8;1.051364611E-3;4.132521601E-7;1.878553132E-2;1.239797205E-7;5.635844518E-3
1.256250000E-2;NaN;1.370046192E-3;5.477792668E-8;2.498363248E-3;3.409023062E-7;1.554819331E-2;2.306766157E-8;1.052091625E-3;2.870926663E-7;1.309399260E-2;1.173279672E-7;5.351204383E-3
1.258333333E-2;NaN;1.374594060E-3;5.799548978E-8;2.653893347E-3;2.852121803E-7;1.305140642E-2;2.135782131E-8;9.773411706E-4;2.036186466E-7;9.317658555E-3;1.071764574E-7;4.904431161E-3
1.260416667E-2;NaN;1.379149464E-3;6.248567291E-8;2.868841591E-3;2.259039841E-7;1.037170146E-2;1.862694895E-8;8.552002945E-4;1.534158267E-7;7.043625905E-3;9.677914134E-8;4.443322971E-3
1.262500000E-2;NaN;1.383712404E-3;6.731208901E-8;3.100656706E-3;1.716673513E-7;7.907666095E-3;1.576818167E-8;7.263437956E-4;1.255354355E-7;5.782650570E-3;8.821168535E-8;4.063373426E-3
1.264583333E-2;NaN;1.388282879E-3;7.180160238E-8;3.318385878E-3;1.276977641E-7;5.901685242E-3;1.366908748E-8;6.317311227E-4;1.120654059E-7;5.179219517E-3;8.173443365E-8;3.777442027E-3
1.266666667E-2;NaN;1.392860890E-3;7.619130307E-8;3.532872204E-3;9.528229845E-8;4.418091962E-3;1.296247113E-8;6.010496226E-4;1.100924999E-7;5.104817965E-3;7.631062424E-8;3.538404941E-3
1.268750000E-2;NaN;1.397446438E-3;8.170168375E-8;3.800852008E-3;7.301610284E-8;3.396789251E-3;1.386124207E-8;6.448401959E-4;1.213029256E-7;5.643145249E-3;7.075684988E-8;3.291686323E-3
1.270833333E-2;NaN;1.402039521E-3;8.980049442E-8;4.191348433E-3;5.872008242E-8;2.740701229E-3;1.611630716E-8;7.522125484E-4;1.499066783E-7;6.996744563E-3;6.468772288E-8;3.019234890E-3
1.272916667E-2;NaN;1.406640139E-3;1.009727767E-7;4.728268034E-3;5.105360692E-8;2.390695251E-3;1.911320649E-8;8.950171151E-4;1.996714587E-7;9.350046683E-3;5.873007346E-8;2.750162352E-3
1.275000000E-2;NaN;1.411248294E-3;1.137741545E-7;5.345173777E-3;5.026953934E-8;2.361691235E-3;2.207545696E-8;1.037117385E-3;2.707508074E-7;1.272002523E-2;5.408940694E-8;2.541150763E-3
1.277083333E-2;NaN;1.415863984E-3;1.249025255E-7;5.887183015E-3;5.813198931E-8;2.740005926E-3;2.432758044E-8;1.146661508E-3;3.572857207E-7;1.684038347E-2;5.199008750E-8;2.450512180E-3
1.279166667E-2;NaN;1.420487211E-3;1.304603152E-7;6.169223921E-3;7.709547331E-8;3.645700513E-3;2.551217726E-8;1.206423072E-3;4.471270074E-7;2.114379859E-2;5.339388399E-8;2.524896753E-3
1.281250000E-2;NaN;1.425117973E-3;1.278079180E-7;6.063499691E-3;1.088440695E-7;5.163811381E-3;2.565663479E-8;1.217209384E-3;5.246525485E-7;2.489071581E-2;5.897163672E-8;2.797749206E-3
1.283333333E-2;NaN;1.429756271E-3;1.170030982E-7;5.568960714E-3;1.524970033E-7;7.258353272E-3;2.503891295E-8;1.191769489E-3;5.762998532E-7;2.742996802E-2;6.897471915E-8;3.282968632E-3
1.285416667E-2;NaN;1.434402104E-3;1.010948543E-7;4.827416238E-3;2.032688676E-7;9.706363776E-3;2.394584259E-8;1.143446421E-3;5.965283525E-7;2.848503689E-2;8.279693228E-8;3.953665673E-3
1.287500000E-2;NaN;1.439055474E-3;8.522649295E-8;4.082883010E-3;2.526328088E-7;1.210269444E-2;2.250484935E-8;1.078123291E-3;5.908763143E-7;2.830667767E-2;9.850001423E-8;4.718767846E-3
1.289583333E-2;NaN;1.443716379E-3;7.506040689E-8;3.607510305E-3;2.905427877E-7;1.396390113E-2;2.070262818E-8;9.949978637E-4;5.736938830E-7;2.757254697E-2;1.128878051E-7;5.425549062E-3
1.291666667E-2;NaN;1.448384821E-3;7.512144769E-8;3.622118845E-3;3.090679001E-7;1.490227758E-2;1.855319728E-8;8.945765499E-4;5.609657169E-7;2.704799438E-2;1.224690605E-7;5.905071131E-3
1.293750000E-2;NaN;1.453060798E-3;8.742964076E-8;4.229190639E-3;3.056069027E-7;1.478297109E-2;1.625271525E-8;7.861845321E-4;5.618097044E-7;2.717614212E-2;1.249397277E-7;6.043647464E-3
1.295833333E-2;NaN;1.457744310E-3;1.106508450E-7;5.369710501E-3;2.837612260E-7;1.377048350E-2;1.417582103E-8;6.879301741E-4;5.735022976E-7;2.783115945E-2;1.202925907E-7;5.837609172E-3
1.297916667E-2;NaN;1.462435359E-3;1.400474217E-7;6.818150431E-3;2.512737143E-7;1.223315619E-2;1.269897237E-8;6.182441842E-4;5.830848960E-7;2.838724546E-2;1.108182308E-7;5.395139439E-3
1.300000000E-2;NaN;1.467133943E-3;1.684979131E-7;8.229606573E-3;2.163081941E-7;1.056470851E-2;1.198169817E-8;5.851981203E-4;5.747068517E-7;2.806925735E-2;1.000296200E-7;4.885546670E-3
1.302083333E-2;NaN;1.471840064E-3;1.885606499E-7;9.239031951E-3;1.843338928E-7;9.031930714E-3;1.188030431E-8;5.821071957E-4;5.383930725E-7;2.638000454E-2;9.129918567E-8;4.473447106E-3
1.304166667E-2;NaN;1.476553720E-3;1.949641510E-7;9.583381948E-3;1.572251019E-7;7.728334644E-3;1.205092484E-8;5.923582104E-4;4.752542894E-7;2.336092740E-2;8.703975193E-8;4.278402891E-3
1.306250000E-2;NaN;1.481274912E-3;1.864531865E-7;9.194333646E-3;1.344783510E-7;6.631363350E-3;1.215367575E-8;5.993190676E-4;3.966703899E-7;1.956051265E-2;8.856547126E-8;4.367318724E-3
1.308333333E-2;NaN;1.486003640E-3;1.659933485E-7;8.211553773E-3;1.151284487E-7;5.695309217E-3;1.201126649E-8;5.941874274E-4;3.188319848E-7;1.577235481E-2;9.613551773E-8;4.755744617E-3
